Region,Information,2016,2017,2018
Askola,Accumulated purchasing power of inhabitants (HR),94256788.0,103437344.0,97919521.0
Askola,"Households, total (TE)",2067.0,2064.0,2077.0
Askola,Average size of households (TE),2.4,2.4,2.3
Askola,Average floor area per person (TE),42.8,43.2,43.8
Askola,One-person households (TE),633.0,639.0,662.0
Askola,Young one-person households (TE),78.0,84.0,86.0
Askola,Young couples without children (TE),55.0,50.0,54.0
Askola,Households with children (TE),598.0,582.0,573.0
Askola,Households with small children (TE),167.0,152.0,129.0
Askola,Households with children under school age (TE),305.0,278.0,272.0
Askola,Households with school-age children (TE),292.0,286.0,278.0
Askola,Households with teenagers (TE),261.0,257.0,258.0
Askola,One-parent households with children (TE),89.0,111.0,109.0
Askola,Adult households (TE),842.0,832.0,854.0
Askola,Pensioner households (TE),639.0,660.0,661.0
Askola,Households living in owner-occupied dwellings (TE),1776.0,1782.0,1791.0
Askola,Households living in rented dwellings (TE),254.0,243.0,246.0
Askola,Households living in other dwellings (TE),37.0,39.0,40.0
Askola,"Households, total (TR)",2067.0,2064.0,2077.0
Askola,Average income of households (TR),45200.0,49728.0,46672.0
Askola,Median income of households (TR),40721.0,40247.0,40874.0
Askola,Households belonging to the lowest income category (TR),381.0,372.0,381.0
Askola,Households belonging to the middle income category (TR),1234.0,1260.0,1252.0
Askola,Households belonging to the highest income category (TR),452.0,432.0,444.0
Askola,Accumulated purchasing power of households (TR),93428654.0,102639436.0,96938209.0
Askola,Free-time residences (RA),584.0,587.0,586.0
Askola,"Buildings, total (RA)",2305.0,2343.0,2370.0
Askola,Other buildings (RA),322.0,339.0,343.0
Askola,Residential buildings (RA),1983.0,2004.0,2027.0
Askola,Dwellings (RA),2244.0,2257.0,2293.0
Askola,Average floor area per dwelling (RA),102.0,102.1,101.5
Askola,Dwellings in small houses (RA),2144.0,2158.0,2184.0
Askola,Dwellings in blocks of flats (RA),40.0,40.0,53.0
Askola,Other dwellings (RA),60.0,59.0,56.0
Askola,"Workplaces, total (TP)",1373.0,1331.0,1338.0
Askola,Primary production (TP),120.0,117.0,108.0
Askola,Processing (TP),525.0,502.0,485.0
Askola,Services (TP),700.0,682.0,711.0
Askola,"A Agriculture, forestry and fishing (TP)",120.0,117.0,108.0
Askola,B Mining and quarrying (TP),2.0,9.0,2.0
Askola,C Manufacturing (TP),246.0,216.0,204.0
Askola,"D Electricity, gas, steam and air conditioning supply (TP)",0.0,0.0,0.0
Askola,"E Water supply; sewerage, waste management and remediation activities (TP)",1.0,2.0,1.0
Askola,F Construction (TP),276.0,275.0,278.0
Askola,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),78.0,79.0,83.0
Askola,H Transportation and storage (TP),46.0,51.0,63.0
Askola,I Accommodation and food service activities (TP),7.0,24.0,22.0
Askola,J Information and communication (TP),0.0,0.0,1.0
Askola,K Financial and insurance activities (TP),9.0,9.0,9.0
Askola,L Real estate activities (TP),9.0,6.0,3.0
Askola,"M Professional, scientific and technical activities (TP)",41.0,38.0,37.0
Askola,N Administrative and support service activities (TP),90.0,77.0,85.0
Askola,O Public administration and defence; compulsory social security (TP),28.0,35.0,34.0
Askola,P Education (TP),131.0,108.0,111.0
Askola,Q Human health and social work activities (TP),211.0,204.0,206.0
Askola,"R Arts, entertainment and recreation (TP)",7.0,12.0,10.0
Askola,S Other service activities (TP),37.0,36.0,35.0
Askola,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),5.0,2.0,11.0
Askola,U Activities of extraterritorial organisations and bodies (TP),1.0,1.0,1.0
Askola,X Industry unknown (TP),28.0,30.0,34.0
Askola,"Inhabitants, total (PT)",5046.0,4990.0,4958.0
Askola,Employed (PT),2238.0,2217.0,2232.0
Askola,Unemployed (PT),213.0,187.0,173.0
Askola,Children aged 0 to 14 (PT),1063.0,1022.0,995.0
Askola,Students (PT),325.0,324.0,297.0
Askola,Pensioners (PT),1092.0,1122.0,1129.0
Askola,Others (PT),115.0,118.0,132.0
Espoo,"Inhabitants, total (HE)",274583.0,279044.0,283632.0
Espoo,Males (HE),136237.0,138553.0,141016.0
Espoo,Females (HE),138346.0,140491.0,142616.0
Espoo,Average age of inhabitants (HE),38.0,38.0,39.0
Espoo,0-2 years (HE),10419.0,10066.0,9916.0
Espoo,3-6 years (HE),15135.0,15194.0,15083.0
Espoo,7-12 years (HE),21404.0,22047.0,22667.0
Espoo,13-15 years (HE),9647.0,9959.0,10353.0
Espoo,16-17 years (HE),6270.0,6403.0,6484.0
Espoo,18-19 years (HE),6287.0,6306.0,6461.0
Espoo,20-24 years (HE),17927.0,17609.0,17272.0
Espoo,25-29 years (HE),18996.0,19829.0,20307.0
Espoo,30-34 years (HE),20893.0,20981.0,21354.0
Espoo,35-39 years (HE),21445.0,21911.0,22571.0
Espoo,40-44 years (HE),19736.0,20522.0,21135.0
Espoo,45-49 years (HE),19184.0,18782.0,18475.0
Espoo,50-54 years (HE),18588.0,18846.0,19098.0
Espoo,55-59 years (HE),15888.0,16241.0,16682.0
Espoo,60-64 years (HE),13883.0,14016.0,14143.0
Espoo,65-69 years (HE),13482.0,13135.0,12826.0
Espoo,70-74 years (HE),10478.0,11725.0,12579.0
Espoo,75-79 years (HE),6990.0,7087.0,7394.0
Espoo,80-84 years (HE),4141.0,4440.0,4748.0
Espoo,85 years or over (HE),3790.0,3945.0,4084.0
Espoo,"Aged 18 or over, total (KO)",211708.0,215375.0,219129.0
Espoo,Basic level studies (KO),46024.0,45889.0,42876.0
Espoo,"With education, total (KO)",165684.0,169486.0,176253.0
Espoo,Matriculation examination (KO),23122.0,22856.0,23180.0
Espoo,Vocational diploma (KO),63681.0,64651.0,65947.0
Espoo,Academic degree - Lower level university degree (KO),30898.0,32011.0,34348.0
Espoo,Academic degree - Higher level university degree (KO),47983.0,49968.0,52778.0
Espoo,"Aged 18 or over, total (HR)",211708.0,215375.0,219129.0
Espoo,Average income of inhabitants (HR),30677.0,31769.0,32454.0
Espoo,Median income of inhabitants (HR),25264.0,25676.0,26207.0
Espoo,Inhabitants belonging to the lowest income category (HR),38441.0,38777.0,39026.0
Espoo,Inhabitants belonging to the middle income category (HR),99097.0,101459.0,104095.0
Espoo,Inhabitants belonging to the highest income category (HR),74170.0,75139.0,76008.0
Espoo,Accumulated purchasing power of inhabitants (HR),6494587954.0,6842284780.0,7111594365.0
Espoo,"Households, total (TE)",119963.0,122910.0,125871.0
Espoo,Average size of households (TE),2.2,2.2,2.2
Espoo,Average floor area per person (TE),36.1,36.2,36.3
Espoo,One-person households (TE),43187.0,45187.0,46909.0
Espoo,Young one-person households (TE),11446.0,12663.0,13447.0
Espoo,Young couples without children (TE),6795.0,6881.0,7019.0
Espoo,Households with children (TE),34568.0,34985.0,35469.0
Espoo,Households with small children (TE),9348.0,9044.0,8924.0
Espoo,Households with children under school age (TE),17872.0,17795.0,17784.0
Espoo,Households with school-age children (TE),15430.0,15933.0,16401.0
Espoo,Households with teenagers (TE),12041.0,12427.0,12751.0
Espoo,One-parent households with children (TE),6709.0,6952.0,7166.0
Espoo,Adult households (TE),58575.0,60193.0,61812.0
Espoo,Pensioner households (TE),27321.0,28223.0,29111.0
Espoo,Households living in owner-occupied dwellings (TE),68480.0,69433.0,70287.0
Espoo,Households living in rented dwellings (TE),49174.0,51167.0,53311.0
Espoo,Households living in other dwellings (TE),2309.0,2310.0,2273.0
Espoo,"Households, total (TR)",119963.0,122910.0,125871.0
Espoo,Average income of households (TR),53280.0,54702.0,55446.0
Espoo,Median income of households (TR),41653.0,41978.0,42441.0
Espoo,Households belonging to the lowest income category (TR),19414.0,20463.0,21319.0
Espoo,Households belonging to the middle income category (TR),59015.0,60500.0,62217.0
Espoo,Households belonging to the highest income category (TR),41534.0,41947.0,42335.0
Espoo,Accumulated purchasing power of households (TR),6391604321.0,6723466173.0,6979046409.0
Espoo,Free-time residences (RA),1644.0,1661.0,1658.0
Espoo,"Buildings, total (RA)",37539.0,38302.0,38795.0
Espoo,Other buildings (RA),3339.0,3532.0,3556.0
Espoo,Residential buildings (RA),34200.0,34770.0,35239.0
Espoo,Dwellings (RA),128466.0,131541.0,135689.0
Espoo,Average floor area per dwelling (RA),80.1,79.7,79.1
Espoo,Dwellings in small houses (RA),51700.0,52411.0,53137.0
Espoo,Dwellings in blocks of flats (RA),75571.0,77879.0,81324.0
Espoo,Other dwellings (RA),1195.0,1251.0,1228.0
Espoo,"Workplaces, total (TP)",117007.0,120676.0,123907.0
Espoo,Primary production (TP),152.0,156.0,162.0
Espoo,Processing (TP),18531.0,19033.0,19697.0
Espoo,Services (TP),96976.0,99959.0,102380.0
Espoo,"A Agriculture, forestry and fishing (TP)",152.0,156.0,162.0
Espoo,B Mining and quarrying (TP),39.0,26.0,17.0
Espoo,C Manufacturing (TP),10875.0,10806.0,10961.0
Espoo,"D Electricity, gas, steam and air conditioning supply (TP)",1401.0,1547.0,1507.0
Espoo,"E Water supply; sewerage, waste management and remediation activities (TP)",319.0,288.0,247.0
Espoo,F Construction (TP),5897.0,6366.0,6965.0
Espoo,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),19335.0,19857.0,19953.0
Espoo,H Transportation and storage (TP),3903.0,3640.0,3225.0
Espoo,I Accommodation and food service activities (TP),3397.0,3825.0,3723.0
Espoo,J Information and communication (TP),11870.0,12913.0,13562.0
Espoo,K Financial and insurance activities (TP),3057.0,2870.0,3208.0
Espoo,L Real estate activities (TP),1049.0,1112.0,1191.0
Espoo,"M Professional, scientific and technical activities (TP)",11335.0,11658.0,12312.0
Espoo,N Administrative and support service activities (TP),9786.0,10253.0,10738.0
Espoo,O Public administration and defence; compulsory social security (TP),2897.0,2991.0,2912.0
Espoo,P Education (TP),9721.0,10105.0,10364.0
Espoo,Q Human health and social work activities (TP),14831.0,15235.0,15495.0
Espoo,"R Arts, entertainment and recreation (TP)",3095.0,2784.0,2961.0
Espoo,S Other service activities (TP),2130.0,2179.0,2255.0
Espoo,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),544.0,504.0,448.0
Espoo,U Activities of extraterritorial organisations and bodies (TP),26.0,33.0,33.0
Espoo,X Industry unknown (TP),1348.0,1528.0,1668.0
Espoo,"Inhabitants, total (PT)",274583.0,279044.0,283632.0
Espoo,Employed (PT),127710.0,131153.0,135164.0
Espoo,Unemployed (PT),14283.0,12259.0,11272.0
Espoo,Children aged 0 to 14 (PT),53459.0,54065.0,54646.0
Espoo,Students (PT),22517.0,22397.0,22403.0
Espoo,Pensioners (PT),44967.0,46667.0,47591.0
Espoo,Others (PT),11647.0,12503.0,12556.0
Hanko,"Inhabitants, total (HE)",8663.0,8517.0,8379.0
Hanko,Males (HE),4331.0,4257.0,4187.0
Hanko,Females (HE),4332.0,4260.0,4192.0
Hanko,Average age of inhabitants (HE),48.0,48.0,49.0
Hanko,0-2 years (HE),171.0,165.0,163.0
Hanko,3-6 years (HE),294.0,268.0,238.0
Hanko,7-12 years (HE),519.0,503.0,494.0
Hanko,13-15 years (HE),261.0,258.0,255.0
Hanko,16-17 years (HE),186.0,184.0,171.0
Hanko,18-19 years (HE),151.0,163.0,162.0
Hanko,20-24 years (HE),289.0,277.0,269.0
Hanko,25-29 years (HE),336.0,304.0,289.0
Hanko,30-34 years (HE),402.0,372.0,355.0
Hanko,35-39 years (HE),433.0,421.0,430.0
Hanko,40-44 years (HE),494.0,482.0,471.0
Hanko,45-49 years (HE),620.0,590.0,565.0
Hanko,50-54 years (HE),604.0,618.0,601.0
Hanko,55-59 years (HE),657.0,634.0,621.0
Hanko,60-64 years (HE),695.0,666.0,670.0
Hanko,65-69 years (HE),856.0,801.0,742.0
Hanko,70-74 years (HE),747.0,820.0,850.0
Hanko,75-79 years (HE),469.0,483.0,500.0
Hanko,80-84 years (HE),261.0,287.0,309.0
Hanko,85 years or over (HE),218.0,221.0,224.0
Hanko,"Aged 18 or over, total (KO)",7232.0,7139.0,7058.0
Hanko,Basic level studies (KO),2824.0,2723.0,2626.0
Hanko,"With education, total (KO)",4408.0,4416.0,4432.0
Hanko,Matriculation examination (KO),364.0,344.0,335.0
Hanko,Vocational diploma (KO),3161.0,3176.0,3181.0
Hanko,Academic degree - Lower level university degree (KO),495.0,501.0,509.0
Hanko,Academic degree - Higher level university degree (KO),388.0,395.0,407.0
Hanko,"Aged 18 or over, total (HR)",7232.0,7139.0,7058.0
Hanko,Average income of inhabitants (HR),22596.0,23258.0,24394.0
Hanko,Median income of inhabitants (HR),20680.0,21056.0,21181.0
Hanko,Inhabitants belonging to the lowest income category (HR),1193.0,1179.0,1167.0
Hanko,Inhabitants belonging to the middle income category (HR),4840.0,4741.0,4757.0
Hanko,Inhabitants belonging to the highest income category (HR),1199.0,1219.0,1134.0
Hanko,Accumulated purchasing power of inhabitants (HR),163414523.0,166037183.0,172175742.0
Hanko,"Households, total (TE)",4414.0,4376.0,4360.0
Hanko,Average size of households (TE),1.9,1.9,1.9
Hanko,Average floor area per person (TE),44.2,44.7,45.2
Hanko,One-person households (TE),1949.0,1970.0,2009.0
Hanko,Young one-person households (TE),228.0,229.0,252.0
Hanko,Young couples without children (TE),83.0,77.0,68.0
Hanko,Households with children (TE),808.0,775.0,734.0
Hanko,Households with small children (TE),148.0,146.0,148.0
Hanko,Households with children under school age (TE),338.0,310.0,285.0
Hanko,Households with school-age children (TE),395.0,366.0,355.0
Hanko,Households with teenagers (TE),362.0,356.0,335.0
Hanko,One-parent households with children (TE),180.0,169.0,152.0
Hanko,Adult households (TE),1819.0,1778.0,1793.0
Hanko,Pensioner households (TE),1805.0,1842.0,1850.0
Hanko,Households living in owner-occupied dwellings (TE),3168.0,3153.0,3126.0
Hanko,Households living in rented dwellings (TE),1104.0,1109.0,1119.0
Hanko,Households living in other dwellings (TE),142.0,114.0,115.0
Hanko,"Households, total (TR)",4414.0,4376.0,4360.0
Hanko,Average income of households (TR),36568.0,37427.0,39014.0
Hanko,Median income of households (TR),31347.0,32048.0,32263.0
Hanko,Households belonging to the lowest income category (TR),1022.0,970.0,989.0
Hanko,Households belonging to the middle income category (TR),2729.0,2773.0,2766.0
Hanko,Households belonging to the highest income category (TR),663.0,633.0,605.0
Hanko,Accumulated purchasing power of households (TR),161410972.0,163780867.0,170099153.0
Hanko,Free-time residences (RA),785.0,790.0,786.0
Hanko,"Buildings, total (RA)",3787.0,3831.0,3840.0
Hanko,Other buildings (RA),710.0,737.0,734.0
Hanko,Residential buildings (RA),3077.0,3094.0,3106.0
Hanko,Dwellings (RA),5794.0,5827.0,5867.0
Hanko,Average floor area per dwelling (RA),81.4,81.6,81.3
Hanko,Dwellings in small houses (RA),3365.0,3374.0,3400.0
Hanko,Dwellings in blocks of flats (RA),2264.0,2284.0,2311.0
Hanko,Other dwellings (RA),165.0,169.0,156.0
Hanko,"Workplaces, total (TP)",3515.0,3518.0,3590.0
Hanko,Primary production (TP),10.0,6.0,7.0
Hanko,Processing (TP),1313.0,1335.0,1257.0
Hanko,Services (TP),2154.0,2135.0,2285.0
Hanko,"A Agriculture, forestry and fishing (TP)",10.0,6.0,7.0
Hanko,B Mining and quarrying (TP),0.0,0.0,0.0
Hanko,C Manufacturing (TP),1035.0,1064.0,989.0
Hanko,"D Electricity, gas, steam and air conditioning supply (TP)",1.0,1.0,1.0
Hanko,"E Water supply; sewerage, waste management and remediation activities (TP)",42.0,24.0,26.0
Hanko,F Construction (TP),235.0,246.0,241.0
Hanko,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),398.0,390.0,359.0
Hanko,H Transportation and storage (TP),490.0,488.0,630.0
Hanko,I Accommodation and food service activities (TP),99.0,97.0,127.0
Hanko,J Information and communication (TP),15.0,13.0,12.0
Hanko,K Financial and insurance activities (TP),16.0,12.0,15.0
Hanko,L Real estate activities (TP),29.0,25.0,28.0
Hanko,"M Professional, scientific and technical activities (TP)",96.0,82.0,94.0
Hanko,N Administrative and support service activities (TP),164.0,170.0,154.0
Hanko,O Public administration and defence; compulsory social security (TP),166.0,175.0,171.0
Hanko,P Education (TP),138.0,140.0,138.0
Hanko,Q Human health and social work activities (TP),437.0,412.0,412.0
Hanko,"R Arts, entertainment and recreation (TP)",30.0,34.0,40.0
Hanko,S Other service activities (TP),66.0,86.0,90.0
Hanko,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),10.0,11.0,15.0
Hanko,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,0.0
Hanko,X Industry unknown (TP),38.0,42.0,41.0
Hanko,"Inhabitants, total (PT)",8663.0,8517.0,8379.0
Hanko,Employed (PT),3220.0,3254.0,3246.0
Hanko,Unemployed (PT),514.0,401.0,387.0
Hanko,Children aged 0 to 14 (PT),1147.0,1108.0,1071.0
Hanko,Students (PT),456.0,424.0,382.0
Hanko,Pensioners (PT),2998.0,3019.0,3022.0
Hanko,Others (PT),328.0,311.0,271.0
Helsinki,"Inhabitants, total (HE)",635181.0,643272.0,648042.0
Helsinki,Males (HE),301010.0,305237.0,307633.0
Helsinki,Females (HE),334171.0,338035.0,340409.0
Helsinki,Average age of inhabitants (HE),41.0,41.0,41.0
Helsinki,0-2 years (HE),20132.0,19952.0,19359.0
Helsinki,3-6 years (HE),25675.0,26081.0,26440.0
Helsinki,7-12 years (HE),33730.0,35149.0,36113.0
Helsinki,13-15 years (HE),15069.0,15534.0,16140.0
Helsinki,16-17 years (HE),10634.0,10633.0,10474.0
Helsinki,18-19 years (HE),11795.0,11644.0,11760.0
Helsinki,20-24 years (HE),46903.0,45812.0,44113.0
Helsinki,25-29 years (HE),62531.0,64017.0,63662.0
Helsinki,30-34 years (HE),58626.0,59061.0,59833.0
Helsinki,35-39 years (HE),50495.0,51856.0,53014.0
Helsinki,40-44 years (HE),40760.0,42753.0,44903.0
Helsinki,45-49 years (HE),38799.0,37655.0,36466.0
Helsinki,50-54 years (HE),42028.0,42046.0,41590.0
Helsinki,55-59 years (HE),37395.0,38139.0,39199.0
Helsinki,60-64 years (HE),34617.0,34572.0,34673.0
Helsinki,65-69 years (HE),34116.0,33117.0,32165.0
Helsinki,70-74 years (HE),27057.0,30015.0,31530.0
Helsinki,75-79 years (HE),18899.0,18797.0,19600.0
Helsinki,80-84 years (HE),12712.0,12895.0,13346.0
Helsinki,85 years or over (HE),13208.0,13544.0,13662.0
Helsinki,"Aged 18 or over, total (KO)",529941.0,535923.0,539516.0
Helsinki,Basic level studies (KO),126371.0,124168.0,114948.0
Helsinki,"With education, total (KO)",403570.0,411755.0,424568.0
Helsinki,Matriculation examination (KO),65508.0,64092.0,64604.0
Helsinki,Vocational diploma (KO),156157.0,157698.0,159413.0
Helsinki,Academic degree - Lower level university degree (KO),75867.0,79331.0,83592.0
Helsinki,Academic degree - Higher level university degree (KO),106038.0,110634.0,116959.0
Helsinki,"Aged 18 or over, total (HR)",529941.0,535923.0,539516.0
Helsinki,Average income of inhabitants (HR),27203.0,28260.0,29522.0
Helsinki,Median income of inhabitants (HR),22880.0,23395.0,24217.0
Helsinki,Inhabitants belonging to the lowest income category (HR),102833.0,101962.0,100451.0
Helsinki,Inhabitants belonging to the middle income category (HR),283961.0,288226.0,288692.0
Helsinki,Inhabitants belonging to the highest income category (HR),143147.0,145735.0,150373.0
Helsinki,Accumulated purchasing power of inhabitants (HR),14415819135.0,15145148905.0,15927489943.0
Helsinki,"Households, total (TE)",325319.0,330933.0,335061.0
Helsinki,Average size of households (TE),1.9,1.9,1.9
Helsinki,Average floor area per person (TE),34.0,34.0,34.1
Helsinki,One-person households (TE),156554.0,160760.0,163964.0
Helsinki,Young one-person households (TE),45383.0,47995.0,49633.0
Helsinki,Young couples without children (TE),21390.0,21145.0,20857.0
Helsinki,Households with children (TE),61289.0,62254.0,62811.0
Helsinki,Households with small children (TE),18181.0,18026.0,17517.0
Helsinki,Households with children under school age (TE),32927.0,33259.0,33141.0
Helsinki,Households with school-age children (TE),24854.0,25852.0,26640.0
Helsinki,Households with teenagers (TE),19440.0,19836.0,20119.0
Helsinki,One-parent households with children (TE),15573.0,15923.0,16033.0
Helsinki,Adult households (TE),185505.0,188619.0,190863.0
Helsinki,Pensioner households (TE),79698.0,81287.0,82569.0
Helsinki,Households living in owner-occupied dwellings (TE),149497.0,150706.0,151792.0
Helsinki,Households living in rented dwellings (TE),167717.0,172321.0,175677.0
Helsinki,Households living in other dwellings (TE),8105.0,7906.0,7592.0
Helsinki,"Households, total (TR)",325319.0,330933.0,335061.0
Helsinki,Average income of households (TR),43640.0,45078.0,46837.0
Helsinki,Median income of households (TR),32718.0,33263.0,34145.0
Helsinki,Households belonging to the lowest income category (TR),67767.0,69445.0,69545.0
Helsinki,Households belonging to the middle income category (TR),172924.0,175229.0,176757.0
Helsinki,Households belonging to the highest income category (TR),84628.0,86259.0,88759.0
Helsinki,Accumulated purchasing power of households (TR),14196998950.0,14917794797.0,15693116077.0
Helsinki,Free-time residences (RA),402.0,399.0,404.0
Helsinki,"Buildings, total (RA)",42461.0,42864.0,43281.0
Helsinki,Other buildings (RA),6731.0,6799.0,6838.0
Helsinki,Residential buildings (RA),35730.0,36065.0,36443.0
Helsinki,Dwellings (RA),356975.0,361866.0,367680.0
Helsinki,Average floor area per dwelling (RA),63.4,63.3,63.3
Helsinki,Dwellings in small houses (RA),46995.0,47410.0,48323.0
Helsinki,Dwellings in blocks of flats (RA),305653.0,310050.0,315094.0
Helsinki,Other dwellings (RA),4327.0,4406.0,4263.0
Helsinki,"Workplaces, total (TP)",388005.0,397346.0,409246.0
Helsinki,Primary production (TP),452.0,439.0,388.0
Helsinki,Processing (TP),39040.0,40518.0,41907.0
Helsinki,Services (TP),344862.0,352307.0,362344.0
Helsinki,"A Agriculture, forestry and fishing (TP)",452.0,439.0,388.0
Helsinki,B Mining and quarrying (TP),15.0,15.0,10.0
Helsinki,C Manufacturing (TP),16356.0,16941.0,17392.0
Helsinki,"D Electricity, gas, steam and air conditioning supply (TP)",2006.0,1949.0,1929.0
Helsinki,"E Water supply; sewerage, waste management and remediation activities (TP)",974.0,1100.0,1133.0
Helsinki,F Construction (TP),19689.0,20513.0,21443.0
Helsinki,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),38257.0,37902.0,38352.0
Helsinki,H Transportation and storage (TP),18392.0,18379.0,18529.0
Helsinki,I Accommodation and food service activities (TP),18696.0,19261.0,19287.0
Helsinki,J Information and communication (TP),37185.0,38398.0,40471.0
Helsinki,K Financial and insurance activities (TP),19276.0,20306.0,20290.0
Helsinki,L Real estate activities (TP),5445.0,5888.0,5975.0
Helsinki,"M Professional, scientific and technical activities (TP)",39307.0,40989.0,43173.0
Helsinki,N Administrative and support service activities (TP),33584.0,33397.0,35967.0
Helsinki,O Public administration and defence; compulsory social security (TP),28087.0,28969.0,29351.0
Helsinki,P Education (TP),24025.0,23909.0,24005.0
Helsinki,Q Human health and social work activities (TP),54141.0,55290.0,56854.0
Helsinki,"R Arts, entertainment and recreation (TP)",11099.0,12321.0,12691.0
Helsinki,S Other service activities (TP),15467.0,15750.0,15948.0
Helsinki,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),1425.0,1319.0,1241.0
Helsinki,U Activities of extraterritorial organisations and bodies (TP),476.0,229.0,210.0
Helsinki,X Industry unknown (TP),3651.0,4082.0,4607.0
Helsinki,"Inhabitants, total (PT)",635181.0,643272.0,648042.0
Helsinki,Employed (PT),300433.0,309685.0,318983.0
Helsinki,Unemployed (PT),40610.0,35745.0,31789.0
Helsinki,Children aged 0 to 14 (PT),89672.0,91743.0,92718.0
Helsinki,Students (PT),47845.0,47684.0,46836.0
Helsinki,Pensioners (PT),123657.0,126202.0,127315.0
Helsinki,Others (PT),32964.0,32213.0,30401.0
Hyvinkää,"Inhabitants, total (HE)",46596.0,46739.0,46504.0
Hyvinkää,Males (HE),22795.0,22886.0,22752.0
Hyvinkää,Females (HE),23801.0,23853.0,23752.0
Hyvinkää,Average age of inhabitants (HE),43.0,43.0,43.0
Hyvinkää,0-2 years (HE),1293.0,1262.0,1184.0
Hyvinkää,3-6 years (HE),1989.0,1954.0,1870.0
Hyvinkää,7-12 years (HE),3234.0,3223.0,3233.0
Hyvinkää,13-15 years (HE),1545.0,1568.0,1549.0
Hyvinkää,16-17 years (HE),1045.0,1041.0,1070.0
Hyvinkää,18-19 years (HE),1119.0,1099.0,1043.0
Hyvinkää,20-24 years (HE),2680.0,2603.0,2444.0
Hyvinkää,25-29 years (HE),2856.0,2914.0,2812.0
Hyvinkää,30-34 years (HE),2908.0,2833.0,2819.0
Hyvinkää,35-39 years (HE),2815.0,2871.0,2878.0
Hyvinkää,40-44 years (HE),2871.0,2929.0,2948.0
Hyvinkää,45-49 years (HE),3114.0,3005.0,2883.0
Hyvinkää,50-54 years (HE),3270.0,3247.0,3260.0
Hyvinkää,55-59 years (HE),3168.0,3215.0,3271.0
Hyvinkää,60-64 years (HE),3243.0,3228.0,3165.0
Hyvinkää,65-69 years (HE),3168.0,3142.0,3115.0
Hyvinkää,70-74 years (HE),2216.0,2508.0,2762.0
Hyvinkää,75-79 years (HE),1714.0,1659.0,1697.0
Hyvinkää,80-84 years (HE),1194.0,1247.0,1284.0
Hyvinkää,85 years or over (HE),1154.0,1191.0,1217.0
Hyvinkää,"Aged 18 or over, total (KO)",37490.0,37691.0,37598.0
Hyvinkää,Basic level studies (KO),9905.0,9671.0,9254.0
Hyvinkää,"With education, total (KO)",27585.0,28020.0,28344.0
Hyvinkää,Matriculation examination (KO),2115.0,2085.0,2061.0
Hyvinkää,Vocational diploma (KO),18092.0,18326.0,18425.0
Hyvinkää,Academic degree - Lower level university degree (KO),4221.0,4352.0,4469.0
