Region,Information,2019,2020,2021
Askola,"Workplaces, total (TP)",1390.0,1364.0,
Askola,Primary production (TP),106.0,107.0,
Askola,Processing (TP),484.0,463.0,
Askola,Services (TP),759.0,765.0,
Askola,"A Agriculture, forestry and fishing (TP)",106.0,107.0,
Askola,B Mining and quarrying (TP),3.0,3.0,
Askola,C Manufacturing (TP),192.0,173.0,
Askola,"D Electricity, gas, steam and air conditioning supply (TP)",0.0,0.0,
Askola,"E Water supply; sewerage, waste management and remediation activities (TP)",2.0,3.0,
Askola,F Construction (TP),287.0,284.0,
Askola,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),96.0,98.0,
Askola,H Transportation and storage (TP),58.0,49.0,
Askola,I Accommodation and food service activities (TP),30.0,29.0,
Askola,J Information and communication (TP),2.0,3.0,
Askola,K Financial and insurance activities (TP),7.0,7.0,
Askola,L Real estate activities (TP),3.0,3.0,
Askola,"M Professional, scientific and technical activities (TP)",41.0,40.0,
Askola,N Administrative and support service activities (TP),84.0,77.0,
Askola,O Public administration and defence; compulsory social security (TP),33.0,35.0,
Askola,P Education (TP),140.0,127.0,
Askola,Q Human health and social work activities (TP),209.0,242.0,
Askola,"R Arts, entertainment and recreation (TP)",11.0,9.0,
Askola,S Other service activities (TP),35.0,38.0,
Askola,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),10.0,8.0,
Askola,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,
Askola,X Industry unknown (TP),41.0,29.0,
Askola,"Inhabitants, total (PT)",4943.0,4878.0,4847.0
Askola,Employed (PT),2242.0,2173.0,2198.0
Askola,Unemployed (PT),162.0,238.0,196.0
Askola,Children aged 0 to 14 (PT),958.0,913.0,894.0
Askola,Students (PT),319.0,299.0,267.0
Askola,Pensioners (PT),1139.0,1138.0,1168.0
Askola,Others (PT),123.0,117.0,124.0
Espoo,"Inhabitants, total (HE)",289731.0,292796.0,297132.0
Espoo,Males (HE),144163.0,145892.0,147968.0
Espoo,Females (HE),145568.0,146904.0,149164.0
Espoo,Average age of inhabitants (HE),39.0,39.0,39.0
Espoo,0-2 years (HE),9727.0,9537.0,9782.0
Espoo,3-6 years (HE),14882.0,14415.0,13948.0
Espoo,7-12 years (HE),22948.0,23359.0,23400.0
Espoo,13-15 years (HE),10756.0,11154.0,11438.0
Espoo,16-17 years (HE),6692.0,6937.0,7120.0
Espoo,18-19 years (HE),6624.0,6542.0,6776.0
Espoo,20-24 years (HE),17420.0,16987.0,16867.0
Espoo,25-29 years (HE),21252.0,21211.0,21576.0
Espoo,30-34 years (HE),22231.0,22875.0,23716.0
Espoo,35-39 years (HE),22992.0,23156.0,23443.0
Espoo,40-44 years (HE),21965.0,22364.0,22577.0
Espoo,45-49 years (HE),18858.0,19384.0,20069.0
Espoo,50-54 years (HE),18916.0,18880.0,18700.0
Espoo,55-59 years (HE),17204.0,17466.0,17699.0
Espoo,60-64 years (HE),14338.0,14490.0,14853.0
Espoo,65-69 years (HE),12644.0,12605.0,12667.0
Espoo,70-74 years (HE),13096.0,12958.0,12471.0
Espoo,75-79 years (HE),7766.0,8770.0,9449.0
Espoo,80-84 years (HE),5088.0,5265.0,5915.0
Espoo,85 years or over (HE),4332.0,4441.0,4666.0
Espoo,"Aged 18 or over, total (KO)",224726.0,227394.0,231444.0
Espoo,Basic level studies (KO),44353.0,45253.0,46796.0
Espoo,"With education, total (KO)",180373.0,182141.0,184648.0
Espoo,Matriculation examination (KO),23282.0,22675.0,22743.0
Espoo,Vocational diploma (KO),66647.0,66354.0,66077.0
Espoo,Academic degree - Lower level university degree (KO),35731.0,36573.0,37578.0
Espoo,Academic degree - Higher level university degree (KO),54713.0,56539.0,58250.0
Espoo,"Aged 18 or over, total (HR)",224726.0,227394.0,231444.0
Espoo,Average income of inhabitants (HR),32768.0,33124.0,34876.0
Espoo,Median income of inhabitants (HR),26928.0,27165.0,27891.0
Espoo,Inhabitants belonging to the lowest income category (HR),40062.0,40997.0,41296.0
Espoo,Inhabitants belonging to the middle income category (HR),106829.0,107450.0,110086.0
Espoo,Inhabitants belonging to the highest income category (HR),77835.0,78947.0,80062.0
Espoo,Accumulated purchasing power of inhabitants (HR),7363927399.0,7532236632.0,8071809812.0
Espoo,"Households, total (TE)",129908.0,132797.0,136194.0
Espoo,Average size of households (TE),2.2,2.2,2.1
Espoo,Average floor area per person (TE),36.2,36.4,36.5
Espoo,One-person households (TE),49477.0,51508.0,54041.0
Espoo,Young one-person households (TE),14974.0,15937.0,17354.0
Espoo,Young couples without children (TE),7335.0,7607.0,7841.0
Espoo,Households with children (TE),35926.0,36332.0,36598.0
Espoo,Households with small children (TE),8837.0,8685.0,8825.0
Espoo,Households with children under school age (TE),17675.0,17386.0,17228.0
Espoo,Households with school-age children (TE),16639.0,16985.0,17078.0
Espoo,Households with teenagers (TE),13117.0,13596.0,13949.0
Espoo,One-parent households with children (TE),7327.0,7417.0,7451.0
Espoo,Adult households (TE),64540.0,66185.0,68333.0
Espoo,Pensioner households (TE),29959.0,30813.0,31841.0
Espoo,Households living in owner-occupied dwellings (TE),71269.0,73556.0,74985.0
Espoo,Households living in rented dwellings (TE),56160.0,57993.0,60131.0
Espoo,Households living in other dwellings (TE),2479.0,1248.0,1078.0
Espoo,"Households, total (TR)",129908.0,132797.0,136194.0
Espoo,Average income of households (TR),56082.0,55737.0,58652.0
Espoo,Median income of households (TR),43054.0,42899.0,43771.0
Espoo,Households belonging to the lowest income category (TR),22354.0,23052.0,24280.0
Espoo,Households belonging to the middle income category (TR),64195.0,65929.0,67423.0
Espoo,Households belonging to the highest income category (TR),43359.0,43816.0,44491.0
Espoo,Accumulated purchasing power of households (TR),7285442056.0,7401666891.0,7988099317.0
Espoo,Free-time residences (RA),1671.0,1690.0,1697.0
Espoo,"Buildings, total (RA)",39284.0,39675.0,39995.0
Espoo,Other buildings (RA),3555.0,3638.0,3605.0
Espoo,Residential buildings (RA),35729.0,36037.0,36390.0
Espoo,Dwellings (RA),139518.0,142305.0,147323.0
Espoo,Average floor area per dwelling (RA),78.5,78.0,77.2
Espoo,Dwellings in small houses (RA),53759.0,54474.0,55069.0
Espoo,Dwellings in blocks of flats (RA),84611.0,86636.0,90906.0
Espoo,Other dwellings (RA),1148.0,1195.0,1348.0
Espoo,"Workplaces, total (TP)",126820.0,122605.0,
Espoo,Primary production (TP),169.0,157.0,
Espoo,Processing (TP),20176.0,20205.0,
Espoo,Services (TP),104375.0,100075.0,
Espoo,"A Agriculture, forestry and fishing (TP)",169.0,157.0,
Espoo,B Mining and quarrying (TP),12.0,5.0,
Espoo,C Manufacturing (TP),11144.0,11252.0,
Espoo,"D Electricity, gas, steam and air conditioning supply (TP)",1582.0,1617.0,
Espoo,"E Water supply; sewerage, waste management and remediation activities (TP)",222.0,213.0,
Espoo,F Construction (TP),7216.0,7118.0,
Espoo,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),20114.0,18949.0,
Espoo,H Transportation and storage (TP),3167.0,2783.0,
Espoo,I Accommodation and food service activities (TP),4055.0,3286.0,
Espoo,J Information and communication (TP),14074.0,13408.0,
Espoo,K Financial and insurance activities (TP),2942.0,2838.0,
Espoo,L Real estate activities (TP),1284.0,1299.0,
Espoo,"M Professional, scientific and technical activities (TP)",12638.0,12791.0,
Espoo,N Administrative and support service activities (TP),10050.0,8848.0,
Espoo,O Public administration and defence; compulsory social security (TP),3035.0,3011.0,
Espoo,P Education (TP),11743.0,11968.0,
Espoo,Q Human health and social work activities (TP),15974.0,16097.0,
Espoo,"R Arts, entertainment and recreation (TP)",2703.0,2338.0,
Espoo,S Other service activities (TP),2265.0,2107.0,
Espoo,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),331.0,352.0,
Espoo,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,
Espoo,X Industry unknown (TP),2100.0,2168.0,
Espoo,"Inhabitants, total (PT)",289731.0,292796.0,297132.0
Espoo,Employed (PT),138470.0,133254.0,140042.0
Espoo,Unemployed (PT),11125.0,17321.0,13711.0
Espoo,Children aged 0 to 14 (PT),54854.0,54870.0,54766.0
Espoo,Students (PT),23998.0,25934.0,26091.0
Espoo,Pensioners (PT),48216.0,48844.0,49354.0
Espoo,Others (PT),13068.0,12573.0,13168.0
Hanko,"Inhabitants, total (HE)",8199.0,8042.0,7979.0
Hanko,Males (HE),4118.0,4036.0,4016.0
Hanko,Females (HE),4081.0,4006.0,3963.0
Hanko,Average age of inhabitants (HE),50.0,50.0,51.0
Hanko,0-2 years (HE),147.0,124.0,122.0
Hanko,3-6 years (HE),226.0,218.0,211.0
Hanko,7-12 years (HE),492.0,465.0,446.0
Hanko,13-15 years (HE),245.0,239.0,233.0
Hanko,16-17 years (HE),147.0,160.0,166.0
Hanko,18-19 years (HE),162.0,141.0,122.0
Hanko,20-24 years (HE),247.0,237.0,234.0
Hanko,25-29 years (HE),288.0,260.0,265.0
Hanko,30-34 years (HE),342.0,342.0,347.0
Hanko,35-39 years (HE),406.0,376.0,397.0
Hanko,40-44 years (HE),449.0,437.0,411.0
Hanko,45-49 years (HE),533.0,504.0,484.0
Hanko,50-54 years (HE),593.0,603.0,601.0
Hanko,55-59 years (HE),620.0,639.0,609.0
Hanko,60-64 years (HE),655.0,645.0,651.0
Hanko,65-69 years (HE),703.0,671.0,660.0
Hanko,70-74 years (HE),852.0,819.0,766.0
Hanko,75-79 years (HE),525.0,583.0,642.0
Hanko,80-84 years (HE),340.0,349.0,366.0
Hanko,85 years or over (HE),227.0,230.0,246.0
Hanko,"Aged 18 or over, total (KO)",6942.0,6836.0,6801.0
Hanko,Basic level studies (KO),2539.0,2420.0,2355.0
Hanko,"With education, total (KO)",4403.0,4416.0,4446.0
Hanko,Matriculation examination (KO),323.0,322.0,329.0
Hanko,Vocational diploma (KO),3161.0,3155.0,3157.0
Hanko,Academic degree - Lower level university degree (KO),505.0,507.0,515.0
Hanko,Academic degree - Higher level university degree (KO),414.0,432.0,445.0
Hanko,"Aged 18 or over, total (HR)",6942.0,6836.0,6801.0
Hanko,Average income of inhabitants (HR),24624.0,25176.0,27928.0
Hanko,Median income of inhabitants (HR),21727.0,21869.0,22508.0
Hanko,Inhabitants belonging to the lowest income category (HR),1159.0,1135.0,1130.0
Hanko,Inhabitants belonging to the middle income category (HR),4640.0,4561.0,4548.0
Hanko,Inhabitants belonging to the highest income category (HR),1143.0,1140.0,1123.0
Hanko,Accumulated purchasing power of inhabitants (HR),170940249.0,172104369.0,189939854.0
Hanko,"Households, total (TE)",4307.0,4287.0,4247.0
Hanko,Average size of households (TE),1.9,1.8,1.8
Hanko,Average floor area per person (TE),46.0,46.9,46.8
Hanko,One-person households (TE),2023.0,2050.0,2023.0
Hanko,Young one-person households (TE),252.0,263.0,250.0
Hanko,Young couples without children (TE),67.0,56.0,55.0
Hanko,Households with children (TE),689.0,672.0,664.0
Hanko,Households with small children (TE),131.0,114.0,105.0
Hanko,Households with children under school age (TE),265.0,254.0,250.0
Hanko,Households with school-age children (TE),354.0,337.0,330.0
Hanko,Households with teenagers (TE),313.0,318.0,319.0
Hanko,One-parent households with children (TE),139.0,152.0,139.0
Hanko,Adult households (TE),1777.0,1751.0,1704.0
Hanko,Pensioner households (TE),1859.0,1881.0,1896.0
Hanko,Households living in owner-occupied dwellings (TE),3087.0,3087.0,3077.0
Hanko,Households living in rented dwellings (TE),1095.0,1109.0,1103.0
Hanko,Households living in other dwellings (TE),125.0,91.0,67.0
Hanko,"Households, total (TR)",4307.0,4287.0,4247.0
Hanko,Average income of households (TR),39067.0,39505.0,44103.0
Hanko,Median income of households (TR),32768.0,32577.0,33785.0
Hanko,Households belonging to the lowest income category (TR),976.0,978.0,974.0
Hanko,Households belonging to the middle income category (TR),2747.0,2701.0,2651.0
Hanko,Households belonging to the highest income category (TR),584.0,608.0,622.0
Hanko,Accumulated purchasing power of households (TR),168261261.0,169359726.0,187304712.0
Hanko,Free-time residences (RA),794.0,791.0,797.0
Hanko,"Buildings, total (RA)",3860.0,3783.0,3763.0
Hanko,Other buildings (RA),743.0,698.0,692.0
Hanko,Residential buildings (RA),3117.0,3085.0,3071.0
Hanko,Dwellings (RA),5844.0,6028.0,5985.0
Hanko,Average floor area per dwelling (RA),81.2,82.4,82.3
Hanko,Dwellings in small houses (RA),3382.0,3509.0,3472.0
Hanko,Dwellings in blocks of flats (RA),2331.0,2357.0,2358.0
Hanko,Other dwellings (RA),131.0,162.0,155.0
Hanko,"Workplaces, total (TP)",3489.0,3395.0,
Hanko,Primary production (TP),10.0,10.0,
Hanko,Processing (TP),1237.0,1187.0,
Hanko,Services (TP),2194.0,2152.0,
Hanko,"A Agriculture, forestry and fishing (TP)",10.0,10.0,
Hanko,B Mining and quarrying (TP),0.0,0.0,
Hanko,C Manufacturing (TP),991.0,906.0,
Hanko,"D Electricity, gas, steam and air conditioning supply (TP)",1.0,4.0,
Hanko,"E Water supply; sewerage, waste management and remediation activities (TP)",29.0,28.0,
Hanko,F Construction (TP),216.0,249.0,
Hanko,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),291.0,267.0,
Hanko,H Transportation and storage (TP),618.0,544.0,
Hanko,I Accommodation and food service activities (TP),126.0,127.0,
Hanko,J Information and communication (TP),9.0,8.0,
Hanko,K Financial and insurance activities (TP),12.0,13.0,
Hanko,L Real estate activities (TP),34.0,35.0,
Hanko,"M Professional, scientific and technical activities (TP)",89.0,89.0,
Hanko,N Administrative and support service activities (TP),162.0,209.0,
Hanko,O Public administration and defence; compulsory social security (TP),175.0,179.0,
Hanko,P Education (TP),137.0,140.0,
Hanko,Q Human health and social work activities (TP),414.0,429.0,
Hanko,"R Arts, entertainment and recreation (TP)",38.0,24.0,
Hanko,S Other service activities (TP),81.0,78.0,
Hanko,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),8.0,10.0,
Hanko,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,
Hanko,X Industry unknown (TP),48.0,46.0,
Hanko,"Inhabitants, total (PT)",8199.0,8042.0,7979.0
Hanko,Employed (PT),3163.0,3045.0,3109.0
Hanko,Unemployed (PT),380.0,465.0,375.0
Hanko,Children aged 0 to 14 (PT),1021.0,960.0,943.0
Hanko,Students (PT),382.0,372.0,352.0
Hanko,Pensioners (PT),2988.0,2951.0,2956.0
Hanko,Others (PT),265.0,249.0,244.0
Helsinki,"Inhabitants, total (HE)",653835.0,656920.0,658457.0
Helsinki,Males (HE),310702.0,312196.0,313429.0
Helsinki,Females (HE),343133.0,344724.0,345028.0
Helsinki,Average age of inhabitants (HE),41.0,41.0,41.0
Helsinki,0-2 years (HE),18849.0,18711.0,19001.0
Helsinki,3-6 years (HE),26432.0,26011.0,25029.0
Helsinki,7-12 years (HE),37098.0,37967.0,38439.0
Helsinki,13-15 years (HE),16559.0,16920.0,17626.0
Helsinki,16-17 years (HE),10812.0,11211.0,11436.0
Helsinki,18-19 years (HE),11673.0,11657.0,12119.0
Helsinki,20-24 years (HE),42780.0,41809.0,41361.0
Helsinki,25-29 years (HE),63131.0,61831.0,59799.0
Helsinki,30-34 years (HE),61013.0,61848.0,62094.0
Helsinki,35-39 years (HE),54155.0,54688.0,54430.0
Helsinki,40-44 years (HE),46404.0,47274.0,47716.0
Helsinki,45-49 years (HE),36817.0,37894.0,39645.0
Helsinki,50-54 years (HE),40628.0,39300.0,37914.0
Helsinki,55-59 years (HE),40018.0,40325.0,40613.0
Helsinki,60-64 years (HE),34848.0,35168.0,35253.0
Helsinki,65-69 years (HE),31711.0,31578.0,31694.0
Helsinki,70-74 years (HE),32718.0,32082.0,30994.0
Helsinki,75-79 years (HE),20240.0,22379.0,23644.0
Helsinki,80-84 years (HE),14054.0,14144.0,15372.0
Helsinki,85 years or over (HE),13895.0,14123.0,14278.0
Helsinki,"Aged 18 or over, total (KO)",544085.0,546100.0,546926.0
Helsinki,Basic level studies (KO),114006.0,112835.0,113112.0
Helsinki,"With education, total (KO)",430079.0,433265.0,433814.0
Helsinki,Matriculation examination (KO),63807.0,62978.0,62547.0
Helsinki,Vocational diploma (KO),158839.0,157034.0,155035.0
Helsinki,Academic degree - Lower level university degree (KO),86162.0,87418.0,88143.0
Helsinki,Academic degree - Higher level university degree (KO),121271.0,125835.0,128089.0
Helsinki,"Aged 18 or over, total (HR)",544085.0,546100.0,546926.0
Helsinki,Average income of inhabitants (HR),30157.0,30431.0,32522.0
Helsinki,Median income of inhabitants (HR),25006.0,25156.0,25911.0
Helsinki,Inhabitants belonging to the lowest income category (HR),100649.0,102707.0,101496.0
Helsinki,Inhabitants belonging to the middle income category (HR),289451.0,288733.0,289862.0
Helsinki,Inhabitants belonging to the highest income category (HR),153985.0,154660.0,155568.0
Helsinki,Accumulated purchasing power of inhabitants (HR),16408123406.0,16618210947.0,17787240401.0
Helsinki,"Households, total (TE)",339786.0,344898.0,347146.0
Helsinki,Average size of households (TE),1.9,1.8,1.8
Helsinki,Average floor area per person (TE),34.2,34.4,34.5
Helsinki,One-person households (TE),167358.0,172044.0,175045.0
Helsinki,Young one-person households (TE),51410.0,54130.0,56118.0
Helsinki,Young couples without children (TE),20993.0,21165.0,20912.0
Helsinki,Households with children (TE),63464.0,64278.0,64665.0
Helsinki,Households with small children (TE),17182.0,17112.0,17217.0
Helsinki,Households with children under school age (TE),33051.0,32884.0,32372.0
Helsinki,Households with school-age children (TE),27402.0,28113.0,28367.0
Helsinki,Households with teenagers (TE),20665.0,21310.0,21901.0
Helsinki,One-parent households with children (TE),16240.0,16623.0,16618.0
Helsinki,Adult households (TE),193283.0,196227.0,196853.0
Helsinki,Pensioner households (TE),84260.0,85585.0,86844.0
Helsinki,Households living in owner-occupied dwellings (TE),153526.0,160034.0,159836.0
Helsinki,Households living in rented dwellings (TE),178475.0,182102.0,185081.0
Helsinki,Households living in other dwellings (TE),7785.0,2762.0,2229.0
Helsinki,"Households, total (TR)",339786.0,344898.0,347146.0
Helsinki,Average income of households (TR),47598.0,47538.0,50595.0
Helsinki,Median income of households (TR),34997.0,34752.0,35715.0
Helsinki,Households belonging to the lowest income category (TR),70748.0,73544.0,75224.0
Helsinki,Households belonging to the middle income category (TR),177920.0,180150.0,180541.0
Helsinki,Households belonging to the highest income category (TR),91118.0,91204.0,91381.0
Helsinki,Accumulated purchasing power of households (TR),16173193135.0,16395909485.0,17563933496.0
Helsinki,Free-time residences (RA),408.0,396.0,402.0
Helsinki,"Buildings, total (RA)",43815.0,43993.0,44386.0
Helsinki,Other buildings (RA),6928.0,6765.0,6923.0
Helsinki,Residential buildings (RA),36887.0,37228.0,37463.0
Helsinki,Dwellings (RA),371295.0,376065.0,382153.0
Helsinki,Average floor area per dwelling (RA),63.3,63.1,62.9
Helsinki,Dwellings in small houses (RA),48429.0,48067.0,48376.0
Helsinki,Dwellings in blocks of flats (RA),318643.0,323197.0,328961.0
Helsinki,Other dwellings (RA),4223.0,4801.0,4816.0
Helsinki,"Workplaces, total (TP)",413677.0,398045.0,
Helsinki,Primary production (TP),369.0,314.0,
Helsinki,Processing (TP),42326.0,41041.0,
Helsinki,Services (TP),365592.0,351340.0,
Helsinki,"A Agriculture, forestry and fishing (TP)",369.0,314.0,
Helsinki,B Mining and quarrying (TP),17.0,88.0,
Helsinki,C Manufacturing (TP),17464.0,17107.0,
Helsinki,"D Electricity, gas, steam and air conditioning supply (TP)",2006.0,2067.0,
Helsinki,"E Water supply; sewerage, waste management and remediation activities (TP)",1116.0,1154.0,
Helsinki,F Construction (TP),21723.0,20625.0,
Helsinki,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),38533.0,37048.0,
Helsinki,H Transportation and storage (TP),18893.0,16589.0,
Helsinki,I Accommodation and food service activities (TP),18823.0,12454.0,
Helsinki,J Information and communication (TP),41436.0,43764.0,
Helsinki,K Financial and insurance activities (TP),20764.0,21114.0,
Helsinki,L Real estate activities (TP),5977.0,6038.0,
Helsinki,"M Professional, scientific and technical activities (TP)",43548.0,42616.0,
Helsinki,N Administrative and support service activities (TP),35038.0,30811.0,
Helsinki,O Public administration and defence; compulsory social security (TP),30581.0,31998.0,
Helsinki,P Education (TP),24578.0,24434.0,
Helsinki,Q Human health and social work activities (TP),57713.0,56958.0,
Helsinki,"R Arts, entertainment and recreation (TP)",12755.0,10922.0,
Helsinki,S Other service activities (TP),15774.0,15290.0,
Helsinki,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),790.0,837.0,
Helsinki,U Activities of extraterritorial organisations and bodies (TP),389.0,467.0,
Helsinki,X Industry unknown (TP),5390.0,5350.0,
Helsinki,"Inhabitants, total (PT)",653835.0,656920.0,658457.0
Helsinki,Employed (PT),321360.0,301908.0,314578.0
Helsinki,Unemployed (PT),31554.0,49698.0,38507.0
Helsinki,Children aged 0 to 14 (PT),93557.0,94116.0,94335.0
Helsinki,Students (PT),49376.0,54494.0,53734.0
Helsinki,Pensioners (PT),127273.0,127628.0,127447.0
Helsinki,Others (PT),30715.0,29076.0,29856.0
Hyvinkää,"Inhabitants, total (HE)",46470.0,46576.0,46880.0
Hyvinkää,Males (HE),22710.0,22760.0,22896.0
Hyvinkää,Females (HE),23760.0,23816.0,23984.0
Hyvinkää,Average age of inhabitants (HE),44.0,44.0,44.0
Hyvinkää,0-2 years (HE),1136.0,1058.0,1068.0
Hyvinkää,3-6 years (HE),1777.0,1741.0,1742.0
Hyvinkää,7-12 years (HE),3176.0,3118.0,3046.0
Hyvinkää,13-15 years (HE),1635.0,1643.0,1697.0
Hyvinkää,16-17 years (HE),1038.0,1049.0,1086.0
Hyvinkää,18-19 years (HE),1033.0,1031.0,1018.0
Hyvinkää,20-24 years (HE),2344.0,2333.0,2299.0
Hyvinkää,25-29 years (HE),2797.0,2732.0,2669.0
Hyvinkää,30-34 years (HE),2848.0,2905.0,2963.0
Hyvinkää,35-39 years (HE),2921.0,3006.0,3059.0
Hyvinkää,40-44 years (HE),2946.0,2893.0,2917.0
Hyvinkää,45-49 years (HE),2824.0,2884.0,2901.0
Hyvinkää,50-54 years (HE),3209.0,3158.0,3095.0
Hyvinkää,55-59 years (HE),3313.0,3329.0,3273.0
Hyvinkää,60-64 years (HE),3163.0,3114.0,3112.0
Hyvinkää,65-69 years (HE),3015.0,3048.0,3112.0
Hyvinkää,70-74 years (HE),2954.0,3005.0,2993.0
Hyvinkää,75-79 years (HE),1736.0,1928.0,2011.0
Hyvinkää,80-84 years (HE),1356.0,1292.0,1461.0
Hyvinkää,85 years or over (HE),1249.0,1309.0,1358.0
Hyvinkää,"Aged 18 or over, total (KO)",37708.0,37967.0,38241.0
Hyvinkää,Basic level studies (KO),9176.0,9081.0,8990.0
Hyvinkää,"With education, total (KO)",28532.0,28886.0,29251.0
Hyvinkää,Matriculation examination (KO),2029.0,2062.0,2051.0
Hyvinkää,Vocational diploma (KO),18471.0,18532.0,18653.0
Hyvinkää,Academic degree - Lower level university degree (KO),4580.0,4753.0,4893.0
Hyvinkää,Academic degree - Higher level university degree (KO),3452.0,3539.0,3654.0
Hyvinkää,"Aged 18 or over, total (HR)",37708.0,37967.0,38241.0
Hyvinkää,Average income of inhabitants (HR),26560.0,26641.0,27601.0
Hyvinkää,Median income of inhabitants (HR),23750.0,23919.0,24420.0
Hyvinkää,Inhabitants belonging to the lowest income category (HR),6195.0,6234.0,6390.0
Hyvinkää,Inhabitants belonging to the middle income category (HR),23099.0,23314.0,23493.0
Hyvinkää,Inhabitants belonging to the highest income category (HR),8414.0,8419.0,8358.0
Hyvinkää,Accumulated purchasing power of inhabitants (HR),1001508910.0,1011460234.0,1055485871.0
Hyvinkää,"Households, total (TE)",23154.0,23512.0,23907.0
Hyvinkää,Average size of households (TE),2.0,1.9,1.9
